time,latitude,longitude,depth,mag,nst,gap,dmin,rms,updated,place,type,horizontalError,depthError,magError,magNst,status,year,month,day,h:m:s,state,city
2021-03-31 13:44:03+00:00,36.797,-121.5231667,6.7,3.28,96,42,0.02668,0.15,2021-06-08T17:59:25.040Z,"6km SSE of San Juan Bautista, CA",earthquake,0.13,0.21,0.146,75,reviewed,2021,3,31,13:44:03,California,San Juan Bautista
2021-03-31 12:14:47+00:00,41.3485,-123.857,33.42,2.83,18,111,0.1785,0.16,2021-06-08T17:59:24.040Z,"22km NW of Weitchpec, CA",earthquake,0.36,0.66,0.198,12,reviewed,2021,3,31,12:14:47,California,Westhaven-Moonstone
2021-03-31 09:38:55+00:00,32.403,-115.2455,18.91,3.01,33,69,0.05295,0.33,2021-06-08T17:59:23.040Z,"7km NW of Delta, B.C., MX",earthquake,0.48,1.01,0.29,19,reviewed,2021,3,31,9:38:55,Baja California,Delta
2021-03-31 08:56:25+00:00,32.3903333,-115.2498333,19.22,4.75,54,71,0.05499,0.32,2021-06-08T17:59:22.040Z,"7km NW of Delta, B.C., MX",earthquake,0.46,0.94,0.159464844,6,reviewed,2021,3,31,8:56:25,Baja California,Delta
2021-03-30 23:33:52+00:00,36.0023333,-120.89,10.95,2.5,69,77,0.02249,0.13,2021-06-08T17:59:18.040Z,"2km SE of San Ardo, CA",earthquake,0.21,0.47,0.182,66,reviewed,2021,3,30,23:33:52,California,Lake Nacimiento
2021-03-30 23:06:52+00:00,38.1718,-118.0778,4.1,2.7,28,79.57,0.024,0.1477,2021-06-08T17:59:17.040Z,"24 km S of Mina, Nevada",earthquake,1.05535678,1,0.33,14,reviewed,2021,3,30,23:06:52,Nevada,Hawthorne
2021-03-30 18:35:52+00:00,38.1726,-118.0777,4.2,2.8,28,76.81,0.024,0.1578,2021-06-08T17:59:16.040Z,"24 km S of Mina, Nevada",earthquake,1.05535678,1,0.3,13,reviewed,2021,3,30,18:35:52,Nevada,Hawthorne
2021-03-30 17:05:34+00:00,38.8276667,-122.7781667,1.37,3.13,80,31,0.007029,0.05,2021-06-08T17:59:15.040Z,"5km W of Cobb, CA",earthquake,0.08,0.13,0.189,53,reviewed,2021,3,30,17:05:34,California,Cobb
2021-03-30 16:22:02+00:00,38.1787,-118.0745,2.9,2.6,19,85.44,0.026,0.1114,2021-06-08T17:59:14.040Z,"23 km S of Mina, Nevada",earthquake,1.05535678,0.9,0.25,9,reviewed,2021,3,30,16:22:02,Nevada,Hawthorne
2021-03-30 16:04:05+00:00,38.1718,-118.07,3.8,4.4,32,41.86,0.019,0.1632,2021-07-27T22:21:01.599Z,"24 km S of Mina, Nevada",earthquake,1.05535678,0.8,0.28,13,reviewed,2021,3,30,16:04:05,Nevada,Hawthorne
2021-03-30 05:43:48+00:00,37.367,-121.7513333,8,2.6,100,30,0.01515,0.06,2021-06-08T17:59:10.040Z,"7km E of Alum Rock, CA",earthquake,0.1,0.21,0.161,94,reviewed,2021,3,30,5:43:48,California,East Foothills
2021-03-29 21:34:46+00:00,44.3521,-115.137,11.56,2.6,42.15871825,80,0.186,0.29,2021-06-08T17:59:07.040Z,"21 km NW of Stanley, Idaho",earthquake,1.7,8.2,0.071,26,reviewed,2021,3,29,21:34:46,Idaho,Idaho City
2021-03-29 19:40:12+00:00,38.3361667,-113.0903333,4.6,2.98,22,99,0.0328,0.18,2021-06-08T17:59:06.040Z,"9 km SW of Milford, Utah",earthquake,0.43,0.48,0.277,16,reviewed,2021,3,29,19:40:12,Utah,Milford
2021-03-29 18:38:18+00:00,28.4369,-105.2195,10,3.8,42.15871825,61,1.545,0.76,2021-06-08T17:59:05.040Z,"20 km E of Julimes, Mexico",earthquake,4.3,1.9,0.361,2,reviewed,2021,3,29,18:38:18,Chihuahua,Julimes
2021-03-29 10:38:28+00:00,38.1483,-117.9666,12,3.7,34,42.34,0.011,0.1527,2021-09-02T22:05:19.976Z,"29 km SSE of Mina, Nevada",earthquake,1.05535678,0.6,0.22,17,reviewed,2021,3,29,10:38:28,Nevada,Tonopah
2021-03-29 02:52:42+00:00,31.72533464,-104.5564073,6.157275391,2.5,31,80,0.04522859,0.3,2021-06-08T17:59:00.040Z,"52 km SSW of Whites City, New Mexico",earthquake,1.934481033,0.680963629,0.2,15,reviewed,2021,3,29,2:52:42,New Mexico,Loving
2021-03-29 01:35:57+00:00,38.3358333,-113.1005,4.99,3.23,20,100,0.03343,0.2,2021-06-08T17:58:59.040Z,"10 km SW of Milford, Utah",earthquake,0.49,0.63,0.188,22,reviewed,2021,3,29,1:35:57,Utah,Milford
2021-03-28 20:35:14+00:00,43.751,-105.2763,0,2.6,42.15871825,122,0.969,1.25,2021-06-08T17:58:27.040Z,"17 km E of Wright, Wyoming",mining explosion,4.2,1.8,0.115,10,reviewed,2021,3,28,20:35:14,Wyoming,Wright
2021-03-28 20:00:57+00:00,43.865,-105.3156,0,3.4,42.15871825,139,0.958,0.83,2021-06-08T17:58:26.040Z,"19 km NE of Wright, Wyoming",mining explosion,6.4,1.3,0.091,16,reviewed,2021,3,28,20:00:57,Wyoming,Wright
2021-03-28 01:17:43+00:00,31.69089644,-104.185603,7.185595703,2.5,18,60,0.129170706,0.3,2021-06-08T17:58:51.040Z,"55 km W of Mentone, Texas",earthquake,1.285526095,1.327363032,0.2,13,reviewed,2021,3,28,1:17:43,Texas,Mentone
2021-03-27 20:02:54+00:00,43.7596,-105.3265,0,3.4,42.15871825,39,0.999,0.54,2021-06-08T17:58:26.040Z,Wyoming,mining explosion,6.5,1.7,0.049,66,reviewed,2021,3,27,20:02:54,Wyoming,Wright
2021-03-27 15:30:24+00:00,35.34866667,-97.9365,7.47,2.5,93,56,0.107078987,0.21,2021-06-08T17:58:49.040Z,"4 km N of Minco, Oklahoma",earthquake,1.05535678,0.4,0.28,24,reviewed,2021,3,27,15:30:24,Oklahoma,Minco
2021-03-27 12:00:28+00:00,31.67870638,-104.3911711,6.774267578,3,29,54,0.093978808,0.3,2021-06-08T17:58:47.040Z,"55 km S of Whites City, New Mexico",earthquake,0.973726841,1.194585964,0.1,16,reviewed,2021,3,27,12:00:28,New Mexico,Loving
2021-03-27 10:00:26+00:00,31.65612652,-104.3643277,6.080151367,2.5,41,62,0.116998169,0.3,2021-06-08T17:58:45.040Z,"57 km S of Whites City, New Mexico",earthquake,1.062240099,1.102166021,0.1,21,reviewed,2021,3,27,10:00:26,New Mexico,Loving
2021-03-27 08:49:36+00:00,36.6195,-121.224,5.07,2.6,63,67,0.05693,0.08,2021-06-08T17:58:44.040Z,"12km NW of Pinnacles, CA",earthquake,0.13,0.34,0.156,95,reviewed,2021,3,27,8:49:36,California,Soledad
2021-03-27 08:17:09+00:00,32.6356667,-115.7296667,5.81,2.63,51,105,0.0139,0.28,2021-06-08T17:58:44.040Z,"15km WNW of Progreso, B.C., MX",earthquake,0.34,0.47,0.172,91,reviewed,2021,3,27,8:17:09,Baja California,Progreso
2021-03-27 07:10:51+00:00,38.1573,-117.8857,9.3,2.9,27,49.98,0.011,0.1075,2021-06-08T17:58:43.040Z,"32 km SE of Mina, Nevada",earthquake,1.05535678,0.5,0.32,12,reviewed,2021,3,27,7:10:51,Nevada,Tonopah
2021-03-27 04:53:52+00:00,31.71976992,-104.5628109,6.157275391,2.6,28,84,0.052967032,0.3,2021-06-08T17:58:43.040Z,"53 km SSW of Whites City, New Mexico",earthquake,2.180928807,0.826333529,0.1,16,reviewed,2021,3,27,4:53:52,Texas,Van Horn
2021-03-26 22:14:30+00:00,39.0403333,-123.0766667,-0.57,2.77,65,50,0.0469,0.1,2021-06-08T17:58:40.040Z,"13km SE of Talmage, CA",earthquake,0.15,0.36,0.179,52,reviewed,2021,3,26,22:14:30,California,Talmage
2021-03-26 22:12:05+00:00,39.0385,-123.0773333,1.76,2.76,65,70,0.04511,0.09,2021-06-08T17:58:40.040Z,"13km SE of Talmage, CA",earthquake,0.16,0.58,0.182,52,reviewed,2021,3,26,22:12:05,California,Talmage
2021-03-26 22:01:29+00:00,31.67856425,-104.3774418,7.262719727,3.3,23,54,0.105608772,0.3,2021-06-08T17:58:39.040Z,"55 km S of Whites City, New Mexico",earthquake,1.071003411,1.346970649,0.1,13,reviewed,2021,3,26,22:01:29,New Mexico,Loving
2021-03-26 17:09:50+00:00,25.9371,-111.0372,15.66,4,42.15871825,162,1.748,0.92,2021-06-08T17:58:42.040Z,"32 km ESE of Loreto, Mexico",earthquake,3.5,5.1,0.118,19,reviewed,2021,3,26,17:09:50,Baja California Sur,Loreto
2021-03-26 14:52:24+00:00,43.3065,-103.7039,5,3.4,42.15871825,99,0.849,1.16,2021-06-08T17:58:34.040Z,"10 km E of Edgemont, South Dakota",earthquake,4.4,2,0.074,24,reviewed,2021,3,26,14:52:24,South Dakota,Hot Springs
2021-03-26 13:34:20+00:00,38.1614,-117.8439,8,3.5,26,44.34,0.022,0.121,2021-06-08T17:58:34.040Z,"34 km SE of Mina, Nevada",earthquake,1.05535678,0.6,0.2,11,reviewed,2021,3,26,13:34:20,Nevada,Tonopah
2021-03-26 08:27:47+00:00,31.4857,-115.6944,10,2.6,42.15871825,98,0.121,0.88,2021-06-08T17:58:32.040Z,"55 km ENE of San Vicente, Mexico",earthquake,2.3,2,0.056,42,reviewed,2021,3,26,8:27:47,Baja California,La Providencia
2021-03-26 07:46:36+00:00,32.73010254,-100.6733518,1.12491862,2.6,23,39,0.079735847,0.2,2021-06-08T17:58:31.040Z,"13 km NE of Hermleigh, Texas",earthquake,0.999058071,1.067958307,0.1,9,reviewed,2021,3,26,7:46:36,Texas,Rotan
2021-03-26 04:53:03+00:00,48.42733333,-123.2205,44.77,2.54,39,37,0.07112,0.3,2021-06-08T17:58:29.040Z,"6 km ESE of Oak Bay, Canada",earthquake,0.6,1.13,0.268899215,19,reviewed,2021,3,26,4:53:03,British Columbia,Oak Bay
2021-03-26 03:42:53+00:00,39.0946,-117.6759,7,3.1,23,69.68,0.334,0.143,2021-06-08T17:58:28.040Z,"32 km NE of Gabbs, Nevada",earthquake,1.05535678,1.3,0.42,11,reviewed,2021,3,26,3:42:53,Nevada,Hawthorne
2021-03-25 19:35:19+00:00,35.7211667,-117.5358333,7.22,2.8,42,75,0.1069,0.14,2021-06-02T15:22:52.040Z,"13km WSW of Searles Valley, CA",earthquake,0.14,0.45,0.164,104,reviewed,2021,3,25,19:35:19,California,Searles Valley
2021-03-25 13:15:19+00:00,42.702,-111.7749,10.31,3.2,42.15871825,87,0.35,0.39,2021-06-02T15:22:50.040Z,"9 km ESE of Bancroft, Idaho",earthquake,2.6,11.6,0.04,84,reviewed,2021,3,25,13:15:19,Idaho,Soda Springs
2021-03-25 10:00:22+00:00,38.1669,-117.8435,7.9,3.1,33,42.13,0.023,0.1567,2021-06-02T15:22:48.040Z,"33 km SE of Mina, Nevada",earthquake,1.05535678,0.5,0.21,16,reviewed,2021,3,25,10:00:22,Nevada,Tonopah
2021-03-25 09:15:16+00:00,36.1715,-117.6128333,2.12,2.66,45,33,0.1012,0.14,2021-06-02T15:22:48.040Z,"33km ENE of Coso Junction, CA",earthquake,0.13,0.36,0.191,26,reviewed,2021,3,25,9:15:16,California,Searles Valley
2021-03-25 06:16:19+00:00,46.8625,-112.3669,4.78,3.1,42.15871825,63,0.061,0.38,2021-06-26T13:18:56.436Z,"13 km NNW of Marysville, Montana",earthquake,1.3,3.9,0.05,52,reviewed,2021,3,25,6:16:19,Montana,Lincoln
2021-03-24 23:29:46+00:00,36.8706667,-121.3035,7.25,2.81,82,64,0.03188,0.08,2021-06-02T15:22:42.040Z,"8km NE of Ridgemark, CA",earthquake,0.1,0.28,0.123,134,reviewed,2021,3,24,23:29:46,California,Ridgemark
2021-03-24 23:07:08+00:00,37.0035,-121.4615,8.29,3.22,99,37,0.02857,0.15,2021-06-11T12:10:12.413Z,"10km E of Gilroy, CA",earthquake,0.14,0.37,0.135,69,reviewed,2021,3,24,23:07:08,California,Gilroy
2021-03-24 22:27:30+00:00,44.2852,-115.1549,12.55,2.9,42.15871825,46,0.152,1.06,2021-06-02T15:22:42.040Z,"18 km WNW of Stanley, Idaho",earthquake,1.6,6.4,0.052,48,reviewed,2021,3,24,22:27:30,Idaho,Idaho City
2021-03-24 19:57:53+00:00,48.6725,-123.3306667,19.63,2.84,25,85,0.08124,0.27,2021-06-02T15:22:40.040Z,"6 km E of North Saanich, Canada",earthquake,0.41,0.76,0.201910807,10,reviewed,2021,3,24,19:57:53,British Columbia,North Saanich
2021-03-24 17:18:22+00:00,47.5232,-92.7092,0,2.9,42.15871825,79,0.922,0.48,2021-06-02T15:22:39.040Z,"1 km ENE of Kinney, Minnesota",mining explosion,2.1,2,0.105,12,reviewed,2021,3,24,17:18:22,Minnesota,Mountain Iron
2021-03-24 16:45:34+00:00,39.2498333,-123.4771667,7.29,2.77,49,41,0.1167,0.13,2021-06-02T15:22:38.040Z,"21km SSW of Willits, CA",earthquake,0.14,0.47,0.159,46,reviewed,2021,3,24,16:45:34,California,Willits
2021-03-24 15:41:13+00:00,39.2448333,-123.4743333,8.2,3.98,63,40,0.1116,0.16,2021-09-05T05:56:47.933Z,"21km SSW of Willits, CA",earthquake,0.12,0.37,0.159464844,3,reviewed,2021,3,24,15:41:13,California,Willits
2021-03-24 12:57:07+00:00,38.3235,-113.0793333,0.17,2.62,21,94,0.04673,0.16,2021-06-02T15:22:35.040Z,"10 km SW of Milford, Utah",earthquake,0.47,1.3,0.225,12,reviewed,2021,3,24,12:57:07,Utah,Milford
2021-03-24 10:51:19+00:00,44.4162,-115.2135,10,2.8,42.15871825,79,0.271,0.92,2021-06-02T15:22:34.040Z,"31 km NW of Stanley, Idaho",earthquake,1.5,2,0.05,52,reviewed,2021,3,24,10:51:19,Idaho,Cascade
2021-03-24 10:40:19+00:00,31.65823833,-104.2790359,6.774267578,2.8,26,58,0.117617618,0.2,2021-06-02T15:22:33.040Z,"58 km S of Whites City, New Mexico",earthquake,1.212564572,1.630185041,0.1,14,reviewed,2021,3,24,10:40:19,New Mexico,Loving
2021-03-24 10:36:48+00:00,37.4228333,-121.6695,5.17,2.5,98,41,0.05618,0.07,2021-06-02T15:22:33.040Z,"15km ENE of Alum Rock, CA",earthquake,0.1,0.36,0.108,86,reviewed,2021,3,24,10:36:48,California,East Foothills
2021-03-24 09:38:38+00:00,40.6306667,-121.6563333,8.49,2.51,28,53,0.1128,0.15,2021-06-02T15:22:32.040Z,"13km N of Viola, CA",earthquake,0.31,1.02,0.11,32,reviewed,2021,3,24,9:38:38,California,Burney
2021-03-24 08:01:29+00:00,31.68217217,-104.3882409,6.388647461,2.5,31,52,0.096886766,0.3,2021-06-02T15:22:37.040Z,"54 km S of Whites City, New Mexico",earthquake,1.00290093,1.279482611,0.1,17,reviewed,2021,3,24,8:01:29,New Mexico,Loving
2021-03-24 07:56:31+00:00,31.68123573,-104.3909245,6.080151367,3.1,45,53,0.094492547,0.3,2021-06-02T15:22:31.040Z,"54 km S of Whites City, New Mexico",earthquake,0.866293996,1.216908657,0.1,21,reviewed,2021,3,24,7:56:31,New Mexico,Loving
2021-03-24 03:06:24+00:00,37.8951667,-118.5533333,6.41,2.79,41,62,0.2022,0.05,2021-06-02T15:22:29.040Z,"39km NNE of Toms Place, CA",earthquake,0.2,1.49,0.169,45,reviewed,2021,3,24,3:06:24,California,Mammoth Lakes
2021-03-24 00:08:38+00:00,35.6511667,-117.4485,2.8,3.09,58,58,0.06548,0.15,2021-06-02T15:22:27.040Z,"14km SSW of Searles Valley, CA",earthquake,0.14,0.31,0.127,216,reviewed,2021,3,24,0:08:38,California,Searles Valley
2021-03-23 21:15:47+00:00,38.4261667,-122.2556667,10.51,2.81,97,98,0.08595,0.16,2021-06-02T15:22:27.040Z,"10km ENE of Yountville, CA",earthquake,0.17,0.33,0.117,74,reviewed,2021,3,23,21:15:47,California,Yountville
2021-03-23 20:34:46+00:00,34.385,-97.42883333,5.6,2.65,88,82,0.042291701,0.26,2021-06-02T15:22:26.040Z,"10 km SE of Ratliff City, Oklahoma",earthquake,1.05535678,0.4,0.23,22,reviewed,2021,3,23,20:34:46,Oklahoma,Healdton
2021-03-23 18:59:10+00:00,43.7802,-105.3282,0,3.3,42.15871825,125,0.993,0.69,2021-06-02T15:22:25.040Z,Wyoming,mining explosion,9.2,1.5,0.05,52,reviewed,2021,3,23,18:59:10,Wyoming,Wright
2021-03-23 17:52:08+00:00,31.67938706,-104.392523,6.131567383,2.7,25,54,0.092909576,0.3,2021-06-02T15:22:24.040Z,"55 km S of Whites City, New Mexico",earthquake,1.230791289,1.537724346,0.1,13,reviewed,2021,3,23,17:52:08,New Mexico,Loving
2021-03-23 16:31:25+00:00,31.68409495,-104.410601,6.157275391,2.5,22,56,0.078417542,0.3,2021-06-02T15:22:24.040Z,"54 km S of Whites City, New Mexico",earthquake,1.247623173,1.330949441,0.1,12,reviewed,2021,3,23,16:31:25,New Mexico,Loving
2021-03-23 16:26:40+00:00,31.68041842,-104.4105675,6.774267578,2.6,17,52,0.077802097,0.3,2021-06-02T15:22:24.040Z,"55 km S of Whites City, New Mexico",earthquake,1.132645429,1.299386333,0.1,9,reviewed,2021,3,23,16:26:40,New Mexico,Loving
2021-03-23 14:48:29+00:00,45.426,-117.5616667,6.56,2.67,12,139,0.5954,0.32,2021-06-02T15:22:23.040Z,"12 km WSW of Lostine, Oregon",earthquake,0.87,4.48,0.364970179,10,reviewed,2021,3,23,14:48:29,Oregon,Enterprise
2021-03-23 13:54:39+00:00,36.7376667,-120.7475,4.25,2.7,57,179,0.08291,0.17,2021-06-02T15:22:22.040Z,"27km SSW of South Dos Palos, CA",earthquake,0.5,0.88,0.145,91,reviewed,2021,3,23,13:54:39,California,South Dos Palos
2021-03-23 13:35:10+00:00,31.6643786,-104.3676285,7.314135742,2.8,33,61,0.113588745,0.3,2021-06-02T15:22:21.040Z,"56 km S of Whites City, New Mexico",earthquake,1.011696969,1.374977983,0.1,18,reviewed,2021,3,23,13:35:10,New Mexico,Loving
2021-03-23 13:10:37+00:00,31.66048739,-104.3651727,6.465771484,2.6,26,61,0.115891312,0.3,2021-06-02T15:22:21.040Z,"57 km S of Whites City, New Mexico",earthquake,1.11747031,1.322857452,0.1,12,reviewed,2021,3,23,13:10:37,New Mexico,Loving
2021-03-23 09:39:10+00:00,38.1525,-118.2281,6.5,2.8,32,42.68,0.139,0.142,2021-06-02T15:22:20.040Z,"28 km SSW of Mina, Nevada",earthquake,1.05535678,3.2,0.42,17,reviewed,2021,3,23,9:39:10,Nevada,Hawthorne
2021-03-23 09:30:34+00:00,31.61426042,-104.2528741,7.185595703,2.5,29,58,0.165374012,0.2,2021-06-02T15:22:20.040Z,"54 km NW of Toyah, Texas",earthquake,1.100720972,1.608057395,0.1,15,reviewed,2021,3,23,9:30:34,Texas,Mentone
2021-03-23 09:00:38+00:00,38.1511,-118.0094,9.1,2.7,31,42.53,0.035,0.1343,2021-06-02T15:22:20.040Z,"27 km SSE of Mina, Nevada",earthquake,1.05535678,0.6,0.24,16,reviewed,2021,3,23,9:00:38,Nevada,Hawthorne
2021-03-23 07:04:00+00:00,38.2021,-117.7578,8.5,2.8,28,58.04,0.027,0.1612,2021-06-02T15:22:19.040Z,"37 km SE of Mina, Nevada",earthquake,1.05535678,0.8,0.41,13,reviewed,2021,3,23,7:04:00,Nevada,Tonopah
2021-03-23 04:13:05+00:00,35.3575,-97.92833333,6.46,2.6,82,35,0.106179164,0.21,2021-06-02T15:22:17.040Z,"3 km SSE of Union City, Oklahoma",earthquake,1.05535678,0.4,0.25,25,reviewed,2021,3,23,4:13:05,Oklahoma,Union City
2021-03-23 01:49:56+00:00,31.6709412,-104.3082024,6.260107422,3,14,56,0.103494777,0.3,2021-06-02T15:22:17.040Z,"56 km S of Whites City, New Mexico",earthquake,2.653655848,2.591583003,0.1,7,reviewed,2021,3,23,1:49:56,New Mexico,Loving
2021-03-23 01:49:28+00:00,31.65999792,-104.2930438,6.877099609,3.1,33,58,0.114519451,0.3,2021-06-02T15:22:16.040Z,"57 km S of Whites City, New Mexico",earthquake,1.185527032,1.60690017,0.1,21,reviewed,2021,3,23,1:49:28,New Mexico,Loving
2021-03-23 00:49:47+00:00,32.649,-117.3093333,17.55,2.53,41,226,0.1147,0.13,2021-06-02T15:22:16.040Z,"12km WSW of Coronado, CA",earthquake,0.35,0.42,0.151,86,reviewed,2021,3,23,0:49:47,California,Coronado
2021-03-22 23:55:15+00:00,35.9715,-120.5233333,10.56,2.72,52,58,0.01129,0.07,2021-06-02T15:22:15.040Z,"12km NW of Parkfield, CA",earthquake,0.14,0.13,0.14,73,reviewed,2021,3,22,23:55:15,California,Coalinga
2021-03-22 22:39:53+00:00,38.7481667,-122.7083333,1.77,2.72,81,50,0.007845,0.08,2021-06-02T15:22:15.040Z,"3km SSW of Anderson Springs, CA",earthquake,0.11,0.19,0.147,62,reviewed,2021,3,22,22:39:53,California,Cobb
2021-03-22 17:53:18+00:00,27.7055,-111.72,10,4.1,42.15871825,100,0.601,1.12,2021-06-02T15:22:13.040Z,"67 km NE of Santa Rosal��a, Me",earthquake,3.9,2,0.091,33,reviewed,2021,3,22,17:53:18,Baja California Sur,Santa Rosalia
2021-03-22 11:52:14+00:00,31.67741526,-104.4129626,6.74855957,2.5,25,54,0.075374465,0.3,2021-06-02T15:24:30.040Z,"55 km S of Whites City, New Mexico",earthquake,0.982640999,1.230150136,0.1,15,reviewed,2021,3,22,11:52:14,New Mexico,Loving
2021-03-22 06:52:18+00:00,31.73428943,-104.5866695,6.157275391,2.9,27,82,0.064312296,0.3,2021-06-02T15:24:27.040Z,"52 km SSW of Whites City, New Mexico",earthquake,2.113090288,1.123162165,0.2,16,reviewed,2021,3,22,6:52:18,Texas,Van Horn
2021-03-22 02:54:02+00:00,31.67793496,-104.4038154,7.10847168,3.9,48,54,0.083180406,0.3,2021-06-02T15:24:25.040Z,"55 km S of Whites City, New Mexico",earthquake,0.810262554,1.079319721,0.2,27,reviewed,2021,3,22,2:54:02,New Mexico,Loving
2021-03-22 02:37:43+00:00,36.11333333,-98.029,5.95,3.25,88,37,0,0.15,2021-06-02T15:24:25.040Z,"11 km W of Hennessey, Oklahoma",earthquake,1.05535678,0.3,0.22,28,reviewed,2021,3,22,2:37:43,Oklahoma,Hennessey
2021-03-21 22:33:08+00:00,37.8966667,-118.5543333,6.15,3.08,48,62,0.2024,0.06,2021-06-02T15:24:24.040Z,"39km NNE of Toms Place, CA",earthquake,0.17,1.67,0.182,20,reviewed,2021,3,21,22:33:08,California,Mammoth Lakes
2021-03-21 19:04:50+00:00,34.0441667,-117.2516667,16.23,2.65,138,18,0.06633,0.18,2021-06-02T15:24:23.040Z,"1km ESE of Loma Linda, CA",earthquake,0.1,0.23,0.136,28,reviewed,2021,3,21,19:04:50,California,Loma Linda
2021-03-21 18:23:10+00:00,31.65260175,-104.3005204,6.979931641,2.6,20,59,0.121707205,0.3,2021-06-02T15:24:22.040Z,"58 km S of Whites City, New Mexico",earthquake,1.196747813,1.682253657,0.2,11,reviewed,2021,3,21,18:23:10,New Mexico,Loving
2021-03-21 12:03:02+00:00,35.7666667,-117.5911667,6.65,2.8,47,53,0.04924,0.15,2021-06-02T15:24:20.040Z,"17km W of Searles Valley, CA",earthquake,0.13,0.4,0.12,23,reviewed,2021,3,21,12:03:02,California,Ridgecrest
2021-03-21 09:32:49+00:00,38.7168333,-112.5521667,-0.01,2.64,24,109,0.1351,0.24,2021-06-02T15:24:18.040Z,"13 km SW of Kanosh, Utah",earthquake,0.53,1.6,0.161,15,reviewed,2021,3,21,9:32:49,Utah,Fillmore
2021-03-21 07:05:00+00:00,44.296,-115.1311,10,2.5,42.15871825,66,0.144,0.59,2021-06-02T15:24:18.040Z,"17 km WNW of Stanley, Idaho",earthquake,2.4,2,0.064,32,reviewed,2021,3,21,7:05:00,Idaho,Idaho City
2021-03-20 22:49:23+00:00,34.0411667,-117.6045,4.52,3.05,123,15,0.05098,0.2,2021-07-25T09:14:01.627Z,"2km ESE of Ontario, CA",earthquake,0.1,0.27,0.225,217,reviewed,2021,3,20,22:49:23,California,Ontario
2021-03-20 20:51:07+00:00,31.68394436,-104.2846181,7.288427734,2.5,24,51,0.09143859,0.3,2021-06-02T15:24:13.040Z,"55 km S of Whites City, New Mexico",earthquake,1.09944873,1.632296671,0.1,12,reviewed,2021,3,20,20:51:07,New Mexico,Loving
2021-03-20 20:05:28+00:00,35.3615,-97.93033333,7.28,2.56,99,56,0.10257987,0.18,2021-06-02T15:24:12.040Z,"3 km SSE of Union City, Oklahoma",earthquake,1.05535678,0.3,0.26,30,reviewed,2021,3,20,20:05:28,Oklahoma,Union City
2021-03-20 17:55:19+00:00,37.4583333,-118.8451667,11.08,2.77,34,62,0.1321,0.05,2021-06-02T15:24:10.040Z,"19km SW of Toms Place, CA",earthquake,0.27,0.88,0.195,48,reviewed,2021,3,20,17:55:19,California,Mammoth Lakes
2021-03-20 01:16:30+00:00,38.174,-117.9493,6,3.1,23,39.48,0.036,0.0987,2021-06-02T15:24:02.040Z,"27 km SSE of Mina, Nevada",earthquake,1.05535678,0.6,0.34,9,reviewed,2021,3,20,1:16:30,Nevada,Tonopah
2021-03-20 00:43:40+00:00,46.5277,-112.4885,19.69,2.5,42.15871825,50,0.006,0.56,2021-06-02T15:24:02.040Z,"5 km SW of Elliston, Montana",earthquake,1.2,5.2,0.064,32,reviewed,2021,3,20,0:43:40,Montana,Deer Lodge
2021-03-20 00:01:06+00:00,43.5916,-105.2819,0,2.9,42.15871825,77,1.045,0.96,2021-06-02T15:23:09.040Z,"24 km SE of Wright, Wyoming",mining explosion,3,1.7,0.064,32,reviewed,2021,3,20,0:01:06,Wyoming,Wright
2021-03-19 23:50:06+00:00,31.04786434,-103.3332388,3.689306641,2.5,27,54,0.064900158,0.3,2021-06-02T15:24:01.040Z,"33 km SW of Coyanosa, Texas",earthquake,1.105013751,1.122921718,0.1,14,reviewed,2021,3,19,23:50:06,Texas,Pecos
2021-03-19 18:24:36+00:00,33.0316667,-116.442,6.61,3.07,118,18,0.04562,0.19,2021-06-02T15:23:59.040Z,"16km ESE of Julian, CA",earthquake,0.1,0.36,0.125,53,reviewed,2021,3,19,18:24:36,California,Julian
2021-03-19 18:17:53+00:00,36.5605,-118.0021667,7.65,2.51,37,40,0.06176,0.16,2021-06-02T15:23:58.040Z,"7km ESE of Lone Pine, CA",earthquake,0.18,0.39,0.178,25,reviewed,2021,3,19,18:17:53,California,Lone Pine
2021-03-19 14:18:19+00:00,32.03257678,-103.7655898,8.599536133,2.7,23,58,0.099266267,0.2,2021-06-02T15:23:57.040Z,"35 km SE of Malaga, New Mexico",earthquake,0.894991944,1.329256388,0.2,16,reviewed,2021,3,19,14:18:19,Texas,Mentone
2021-03-19 12:56:39+00:00,38.1648,-117.9025,8.9,2.8,28,41.07,0.025,0.1293,2021-06-02T15:23:56.040Z,"30 km SE of Mina, Nevada",earthquake,1.05535678,0.6,0.25,13,reviewed,2021,3,19,12:56:39,Nevada,Tonopah
2021-03-19 12:08:43+00:00,41.9651667,-110.2815,29.36,2.61,25,87,0.3916,0.17,2021-06-02T15:23:56.040Z,"18 km W of Fontenelle, Wyoming",earthquake,0.39,0.75,0.059,7,reviewed,2021,3,19,12:08:43,Wyoming,Kemmerer
2021-03-19 04:58:35+00:00,31.7225856,-104.5553006,6.157275391,3,42,84,0.046253343,0.3,2021-06-02T15:23:53.040Z,"53 km SSW of Whites City, New Mexico",earthquake,1.598069989,0.787870851,0.1,26,reviewed,2021,3,19,4:58:35,New Mexico,Loving
